featureId,ElDmUnr,ElDmE7,ElId,GasDm,GasId,OthrId,BldTotDm,BldTotId,BldTot,Mcyc,Taxi,Car,Bus,LGV,Rigd,Art,TransTot,Metab,AllTot
E00023264,0.641,0.0,0.8296,2.15,0.297,0.0,2.791,1.127,3.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633e-05,3.918
E00003359,0.514,0.0,1.03,1.731,0.4832,0.0,2.244,1.514,3.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64e-06,3.758
E00023266,1.973,0.0,2.924,8.11,24.14,0.0,10.08,27.06,37.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61e-05,37.16
E00020264,0.6304,0.0,2.113,1.261,0.875,0.0,1.892,2.988,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66e-05,4.88
E00023263,1.756,0.0,1.949,3.928,0.5225,0.0,5.684,2.473,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91e-05,8.16
E00007412,1.881,0.0,2.258,5.19,0.1782,0.0,7.07,2.438,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39e-05,9.51
E00007413,2.557,0.0,3.41,6.336,0.2659,0.0,8.89,3.676,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.837e-05,12.57
E00175260,13.836,0.0,98.44,17.55,11.0,0.0,31.39,109.44,140.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000636,140.9
E00175261,3.016,0.0,19.0,3.8,2.11,0.0,6.816,21.11,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,27.92
E00022334,1.049,0.0,0.6973,3.398,0.4077,0.0,4.445,1.1045,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,5.55
E00022332,0.1525,0.0,0.2937,0.4497,0.1608,0.0,0.602,0.4543,1.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-06,1.057
E00022336,0.1102,0.0,0.1161,0.3516,0.0626,0.0,0.462,0.1787,0.6406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74e-06,0.6406
E00022337,0.4773,0.0,0.3604,1.49,0.209,0.0,1.967,0.5693,2.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-06,2.537
E00019889,1.178,0.0,1.642,3.996,0.555,0.0,5.176,2.197,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296e-05,7.37
E00019888,1.184,0.0,4.75,3.828,1.536,0.0,5.01,6.285,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307e-05,11.3
E00003861,0.4463,0.0,0.81,0.7983,0.2498,0.0,1.244,1.06,2.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-05,2.305
E00019808,2.445,0.0,5.277,3.98,4.605,0.0,6.426,9.88,16.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.114e-05,16.31
E00022333,1.135,0.0,1.482,3.496,0.824,0.0,4.63,2.307,6.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.366e-05,6.938
E00022330,3.52,0.0,2.45,8.84,1.388,0.0,12.36,3.838,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65e-05,16.2
E00020267,50.28,0.0,84.4,20.58,44.66,0.0,70.9,129.0,199.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001965,199.9
E00023262,2.258,0.0,1.559,7.938,0.5938,0.0,10.195,2.152,12.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-05,12.34
E00020266,4.023,0.0,6.5,8.09,2.707,0.0,12.12,9.21,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001166,21.33
E00023265,1.642,0.0,2.69,6.727,22.14,0.0,8.37,24.83,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.247e-05,33.2
E00023267,0.5923,0.0,0.4883,2.043,0.1827,0.0,2.637,0.671,3.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38e-05,3.307
E00002700,2.156,0.0,4.754,4.58,0.515,0.0,6.734,5.27,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.515e-05,12.01
E00012704,1.1,0.0,4.04,2.7,0.776,0.0,3.799,4.816,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.013e-05,8.62
E00002703,3.15,0.0,4.81,6.93,0.5396,0.0,10.08,5.348,15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,15.43
E00012705,0.08026,0.0,0.1084,0.2233,0.02203,0.0,0.3035,0.1304,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,0.434
E00002336,1.324,0.0,1.502,3.63,0.926,0.0,4.957,2.428,7.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.474e-05,7.383
E00002337,0.9805,0.0,2.041,4.105,3.627,0.0,5.086,5.668,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89e-05,10.75
E00012338,0.4006,0.0,0.364,1.668,0.4248,0.0,2.068,0.7886,2.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-06,2.857
